Plenarprotokoll	PLE	Cap	B-PLENARYPRO
keine	PAR	NoCap	I-PARAGRAPH
Rabatte;	PAR	Cap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
darf	PAR	NoCap	I-PARAGRAPH
nichts	PAR	NoCap	I-PARAGRAPH
relativiert	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
Werte	PAR	Cap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
glaubhaft	PAR	NoCap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
außen	PAR	NoCap	I-PARAGRAPH
vertreten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
niemand	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Anlass	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
daran	PAR	NoCap	B-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
zweifeln	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
unseren	PAR	NoCap	I-PARAGRAPH
eigenen	PAR	NoCap	I-PARAGRAPH
Reihenernsthaft	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
konsequent	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
diesen	PAR	NoCap	I-PARAGRAPH
Werten	PAR	Cap	I-PARAGRAPH
umgehen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Ich	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
bewusst	PAR	NoCap	I-PARAGRAPH
einzelne	PAR	NoCap	I-PARAGRAPH
Länder	PAR	Cap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
gar	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
erwähnen;	PAR	NoCap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
will	PAR	NoCap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
kleinkarierte	PAR	NoCap	I-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
führen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Manfred	NAME	Cap	B-NAME
Grund	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Rumänien	PAR	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

–	PAR	NoCap	B-PARAGRAPH
Ja	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Rumänien	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Ungarn	PAR	Cap	B-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
Italien	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
könnte	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
ganze	PAR	NoCap	I-PARAGRAPH
Reihe	PAR	Cap	I-PARAGRAPH
anderer	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
nennen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Der	PAR	Cap	B-PARAGRAPH
Antisemitismus	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
gehört	PAR	NoCap	I-PARAGRAPH
selbstverständlich	PAR	NoCap	I-PARAGRAPH
auchdazu	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Volker	NAME	Cap	B-NAME
Kauder	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Bei	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Linken	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Die	PAR	Cap	B-PARAGRAPH
Grundrechteagentur	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
allen	PAR	NoCap	I-PARAGRAPH
ins	PAR	NoCap	I-PARAGRAPH
Stammbuch	PAR	Cap	I-PARAGRAPH
geschrieben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Verteidigung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Freiheitswerte	PAR	Cap	I-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
noch	PAR	NoCap	B-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
lernen	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
dass	PAR	NoCap	I-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
alles	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
rosarot	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Da	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
recht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Kauder	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Umso	PAR	Cap	B-PARAGRAPH
wichtiger	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Werte	PAR	Cap	I-PARAGRAPH
konsequent	PAR	NoCap	I-PARAGRAPH
verteidigen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
wäre	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
gemeinsames	PAR	NoCap	I-PARAGRAPH
Projekt	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Legislaturperiode	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
würde	PAR	NoCap	I-PARAGRAPH
michdarüber	PAR	NoCap	I-PARAGRAPH
freuen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
möglichst	PAR	NoCap	I-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
Fraktionen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
vielleicht	PAR	NoCap	B-PARAGRAPH
sogar	PAR	NoCap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
bereit	PAR	NoCap	B-PARAGRAPH
wären	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
in	PAR	NoCap	B-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
engagierten	PAR	NoCap	I-PARAGRAPH
Kampf	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
unterstützen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Vielen	PAR	Cap	B-PARAGRAPH
herzlichen	PAR	NoCap	I-PARAGRAPH
Dank	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Präsident	PRE	Cap	B-PRESIDENT
Dr.	TITLE	Cap	B-TITLE
Norbert	NAME	Cap	B-NAME
Lammert	NAME	Cap	I-NAME
:	COL	NoCap	B-COLON

Ich	PAR	Cap	B-PARAGRAPH
erteile	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Wort	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Kollegin	PAR	Cap	I-PARAGRAPH
Marieluise	NAME	Cap	B-NAME
Beck	NAME	Cap	I-NAME
für	PAR	NoCap	B-PARAGRAPH

die	PAR	NoCap	B-PARAGRAPH
Fraktion	PAR	Cap	I-PARAGRAPH
Bündnis	PAR	Cap	I-PARAGRAPH
90	NUM	NoCap	B-NUMBER
/	DIV	NoCap	B-DIV
Die	PAR	Cap	B-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Marieluise	NAME	Cap	B-NAME
Beck	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Bremen	STATE	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Herr	TITLE	Cap	B-TITLE
Präsident	PRE	Cap	B-PRESIDENT
!	DOT	NoCap	B-DOT
Liebe	PAR	Cap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Der	PAR	Cap	B-PARAGRAPH
Gipfel	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Vilnius	PAR	Cap	I-PARAGRAPH
erinnert	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
daran	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Vereinigung	PAR	Cap	I-PARAGRAPH
Europas	PAR	Cap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
lange	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
vollendet	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
dass	PAR	NoCap	I-PARAGRAPH
wirgerade	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Westen	PAR	Cap	I-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
Gefahr	PAR	Cap	I-PARAGRAPH
laufen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Europa	PAR	Cap	B-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
gleichzusetzen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
größer	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dieser	PAR	Cap	B-PARAGRAPH
vielfältige	PAR	NoCap	I-PARAGRAPH
Kontinent	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
immernoch	PAR	NoCap	I-PARAGRAPH
dabei	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Wunden	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
vergangenen	PAR	NoCap	I-PARAGRAPH
Jahrhunderts	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
schließen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Im	PAR	Cap	B-PARAGRAPH
kommenden	PAR	NoCap	I-PARAGRAPH
Jahr	TIME	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
im	PAR	NoCap	B-PARAGRAPH
Jahre	TIME	Cap	I-PARAGRAPH
2014	NUM	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
werden	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
sicherlich	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
häufig	PAR	NoCap	I-PARAGRAPH
Gelegenheit	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
überdieses	PAR	NoCap	B-PARAGRAPH
katastrophale	PAR	NoCap	I-PARAGRAPH
vergangene	PAR	NoCap	I-PARAGRAPH
Jahrhundert	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
sprechen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
Jahre	TIME	Cap	B-TIME
gespalten	PAR	NoCap	B-PARAGRAPH
war	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wir	PAR	Cap	B-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Spaltung	PAR	Cap	I-PARAGRAPH
nun	PAR	NoCap	I-PARAGRAPH
überwinden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ganze	PAR	NoCap	I-PARAGRAPH
geografische	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
erst	PAR	NoCap	I-PARAGRAPH
wieder	PAR	NoCap	I-PARAGRAPH
kennenlernen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
verkneife	PAR	NoCap	I-PARAGRAPH
mir	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
Kommentar	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Linken	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
wo	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
doch	PAR	NoCap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Osten	PAR	Cap	I-PARAGRAPH
sprechen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
einen	PAR	NoCap	B-PARAGRAPH
Antrag	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
Portugal	PAR	Cap	I-PARAGRAPH
einbringt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

23	NUM	NoCap	B-NAME
Jahre	TIME	Cap	I-NAME
nachdem	PAR	NoCap	B-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Spaltung	PAR	Cap	I-PARAGRAPH
begonnen	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sich	PAR	NoCap	B-PARAGRAPH
aufzulösen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sind	PAR	NoCap	B-PARAGRAPH
Warschau	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Prag	PAR	Cap	B-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Riga	PAR	Cap	I-PARAGRAPH
wieder	PAR	NoCap	I-PARAGRAPH
bekannte	PAR	NoCap	I-PARAGRAPH
Namen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Für	PAR	Cap	B-PARAGRAPH
Städte	PAR	Cap	I-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
Baku	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kischinau	PAR	Cap	I-PARAGRAPH
giltdas	PAR	NoCap	I-PARAGRAPH
weniger	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
reicht	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
bis	PAR	NoCap	I-PARAGRAPH
dorthin	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Deswegen	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Frau	TITLE	Cap	B-TITLE
Bundeskanzlerin	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
widerspreche	PAR	NoCap	B-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
Ihnenentschieden	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Östliche	PAR	Cap	I-PARAGRAPH
Partnerschaft	PAR	Cap	I-PARAGRAPH
enthalte	PAR	NoCap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
EU-Beitrittsperspektive	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Sie	PAR	Cap	B-PARAGRAPH
nehmen	PAR	NoCap	I-PARAGRAPH
damit	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Gründungserklärung	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Östlichen	PAR	Cap	I-PARAGRAPH
Partnerschaft	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
2009	NUM	NoCap	B-NUMBER
zurück	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Frage	PAR	Cap	I-PARAGRAPH
explizit	PAR	NoCap	I-PARAGRAPH
offengelassen	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Auch	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Roth	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
haben	PAR	NoCap	B-PARAGRAPH
eben	PAR	NoCap	I-PARAGRAPH
gesagt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
es	PAR	NoCap	B-PARAGRAPH
sei	PAR	NoCap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
Beitrittsperspektive	PAR	Cap	I-PARAGRAPH
enthalten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
istin	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Sache	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Außerdem	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
daran	PAR	NoCap	I-PARAGRAPH
erinnern	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Art	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
49	NUM	NoCap	B-NUMBER
des	PAR	NoCap	B-PARAGRAPH
EU-Vertrages	PAR	Cap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
klar	PAR	NoCap	I-PARAGRAPH
festhält	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Recht	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
einen	PAR	NoCap	B-PARAGRAPH
Antrag	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Aufnahme	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
stellen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sofern	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Wertekanon	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
EUentsprechen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
meine	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dieser	PAR	NoCap	I-PARAGRAPH
Aussage	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Frau	TITLE	Cap	B-TITLE
Bundeskanzlerin	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Instrumente	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Östlichen	PAR	Cap	I-PARAGRAPH
Partnerschaft	PAR	Cap	I-PARAGRAPH
schwach	PAR	NoCap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
fastsagen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
noch	PAR	NoCap	B-PARAGRAPH
schwächer	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
als	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Es	PAR	Cap	B-PARAGRAPH
kann	PAR	NoCap	I-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Östlichen	PAR	Cap	I-PARAGRAPH
Partnerschaft	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
darum	PAR	NoCap	I-PARAGRAPH
gehen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
betroffenen	PAR	NoCap	I-PARAGRAPH
Länder	PAR	Cap	I-PARAGRAPH
zwischen	PAR	NoCap	I-PARAGRAPH
Brüssel	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Moskau	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
zerreiben	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Mit	PAR	Cap	B-PARAGRAPH
Blick	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Moskau	PAR	Cap	I-PARAGRAPH
sage	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON

Alle	PAR	Cap	B-PARAGRAPH
sechs	PAR	NoCap	I-PARAGRAPH
Länder	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Östlichen	PAR	Cap	I-PARAGRAPH
Partnerschaft	PAR	Cap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
souverän	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
